C_time,R_time,ET1,ET2,ET3,norm_E1,norm_E2,norm_E3,norm_E4,norm_E5,norm_E6,norm_E7,norm_E8,norm_E9,norm_E10,norm_E11,norm_E12,norm_E13,norm_E14,norm_E15,norm_E16,norm_E17,norm_E18,norm_E19,norm_E20,norm_E21,norm_E22,norm_E23,norm_E24,norm_E25,norm_E26,norm_E27,norm_E28,norm_E29,norm_E30,norm_E31,norm_E32,RK_t1,RK_t2,RK_t3,RK_t4,RK_t5,RK_t6,RK_t7,RK_t8,RK_t9,RK_t10,RK_t11,RK_t12,RK_t13,RK_t14,RK_t15,RK_t16,RK_t17,RK_t18,RK_t19,RK_t20,RK_t21,RK_t22,RK_t23,RK_t24,RK_t25,RK_t26,RK_t27,RK_t28,RK_t29,RK_t30,RK_t31,RK_t32
28295,-0.15589,0.00320616,0.0075545,0.024939,0.0362523,0.0854194,0.281988,0.114128,0.0410477,0.0200283,0.0474119,0.000465809,0.0321064,0.0205946,0.00733142,8.454e-005,0.00879173,0.0134857,0.0156949,0.0136807,0.0154785,0.0278284,0.0267312,0.0247381,0.0270389,0.0229334,0.0258918,0.0247498,0.0169732,0.0186664,0.0115202,0.00710415,0.00671337,0.0036744,0.00144732,0,-0.155891,-0.155879,-0.155699,-0.155626,-0.155516,-0.155458,-0.155342,-0.155334,-0.155248,-0.155218,-0.155256,-0.155248,-0.155283,-0.155333,-0.155383,-0.155428,-0.155471,-0.155531,-0.155585,-0.155635,-0.155683,-0.155722,-0.155762,-0.155798,-0.155824,-0.155848,-0.155865,-0.155875,-0.155884,-0.155888,-0.15589,-0.15589
28300,-0.201651,0.00318043,0.00787271,0.0255792,0.0428929,0.106175,0.344974,0.142103,0.0559135,0.0368351,0.104069,0.00755503,0.0713348,0.043093,0.00226738,0.0168848,0.00602767,0.00133328,0.00252514,0.00348904,0.00786813,0.000155563,0.000985823,0.00124882,0.0001363,0.000861848,4.11012e-005,4.97056e-005,0.00045361,0.000305913,4.1654e-005,0.000187718,0.000106635,5.64087e-005,2.71229e-005,0,-0.201651,-0.201785,-0.201504,-0.201361,-0.201472,-0.201565,-0.201726,-0.201765,-0.201772,-0.201837,-0.201841,-0.201791,-0.201763,-0.201741,-0.201721,-0.201696,-0.201686,-0.201682,-0.201682,-0.201679,-0.201674,-0.201677,-0.201671,-0.201666,-0.201662,-0.201657,-0.201654,-0.201654,-0.201653,-0.201652,-0.201651,-0.201651
28305,-0.200588,0.00318827,0.00780921,0.0238038,0.0434937,0.106532,0.324726,0.130907,0.0663824,0.0411488,0.104895,0.0106489,0.0667213,0.0374338,0.00164185,0.025237,0.0104026,0.00246494,0.00318707,0.00109812,0.00170565,0.00353948,0.00455954,0.00269082,0.00171835,0.00332081,0.00067868,0.000658797,0.00123578,0.000394237,0.000518339,0.00155082,0.000242075,0.000199398,6.7112e-005,0,-0.200587,-0.200759,-0.200858,-0.201032,-0.200977,-0.20087,-0.200701,-0.200666,-0.200769,-0.200831,-0.200844,-0.200821,-0.200792,-0.200767,-0.200743,-0.200726,-0.200733,-0.200713,-0.20069,-0.200674,-0.200657,-0.200636,-0.200626,-0.200616,-0.200609,-0.200603,-0.200598,-0.200592,-0.200589,-0.200588,-0.200588,-0.200588
28310,-0.153001,0.00333229,0.00826361,0.0221552,0.0427193,0.105938,0.284025,0.117646,0.0625509,0.0501269,0.091247,0.0136032,0.0937657,0.0474947,0.00205318,0.0168826,0.0137926,0.00366453,0.00234244,0.00182685,0.00255195,0.00973197,0.0068073,0.00382253,0.00344556,0.00546843,0.00408334,0.00285715,0.00329133,0.00309594,0.00239905,0.000825188,0.00101258,0.000350809,0.000578641,0,-0.153001,-0.153064,-0.153352,-0.153369,-0.153322,-0.153441,-0.153594,-0.153567,-0.153436,-0.153367,-0.153357,-0.153349,-0.153298,-0.153268,-0.153253,-0.153234,-0.153222,-0.153181,-0.153153,-0.153129,-0.153107,-0.153083,-0.153063,-0.153048,-0.153034,-0.153022,-0.153013,-0.153008,-0.153004,-0.153002,-0.153001,-0.153001
28315,-0.0687154,0.0033424,0.00830678,0.0208662,0.0422233,0.104937,0.263596,0.109148,0.060225,0.041773,0.0985329,0.0257589,0.0715106,0.02382,0.00638705,0.030118,0.00186792,0.00941314,0.0152543,0.0025864,0.0044386,0.0136773,0.0133811,0.0076346,0.00739358,0.0121381,0.0050217,0.00633268,0.0066558,0.0049881,0.00424082,0.00350506,0.00206261,0.000714351,0.000664069,0,-0.0687156,-0.0686129,-0.0685957,-0.0684185,-0.0685413,-0.0684366,-0.0682858,-0.0683507,-0.0683413,-0.0682752,-0.0682863,-0.0683634,-0.068369,-0.0683985,-0.0684456,-0.0684637,-0.0684874,-0.068522,-0.0685599,-0.0685845,-0.0686064,-0.0686352,-0.0686502,-0.0686658,-0.0686817,-0.0686932,-0.0687024,-0.0687079,-0.0687123,-0.0687142,-0.0687154,-0.0687154
28320,0.029447,0.00338912,0.0085456,0.0204403,0.0462953,0.116733,0.279215,0.117417,0.0552572,0.07125,0.128982,0.0143087,0.0882519,0.045605,0.00225554,0.0164703,0.00631351,0.00258406,0.00162295,0.00212623,2.47975e-005,0.00103666,0.000134032,0.000921752,0.000199877,0.000121058,0.00142707,0.000169718,0.000597849,0.000115215,5.7759e-005,0.000326738,5.93807e-005,9.5091e-005,2.62762e-005,0,0.029447,0.0296317,0.0299154,0.0298173,0.0299368,0.0298256,0.0296669,0.0297262,0.0295861,0.0295289,0.0295503,0.0294909,0.0295039,0.0294942,0.0294783,0.0294943,0.0294945,0.0294824,0.0294801,0.02947,0.0294667,0.0294674,0.0294574,0.0294541,0.0294535,0.0294512,0.0294501,0.0294485,0.0294477,0.0294469,0.029447,0.029447
28325,0.121229,0.00314694,0.00837756,0.0194904,0.0425673,0.11332,0.263639,0.110387,0.0632748,0.0800339,0.123155,0.0224457,0.0835981,0.040547,0.0042697,0.0186355,0.0137036,0.00172586,0.00382756,0.00199076,0.00299155,0.000597095,0.00229544,0.000687762,0.00151601,0.000257409,0.000803603,0.000793338,0.00174523,0.000192007,0.000402645,6.19835e-005,0.000209536,7.18231e-005,0.000254137,0,0.121229,0.121339,0.121395,0.121288,0.121204,0.121288,0.121426,0.121364,0.121456,0.121364,0.121365,0.121302,0.121314,0.121294,0.12129,0.12129,0.121293,0.121286,0.121272,0.121272,0.12126,0.121254,0.121252,0.121248,0.121239,0.121236,0.121233,0.121232,0.12123,0.12123,0.121229,0.121229
28330,0.182929,0.00305933,0.00936047,0.018372,0.0393182,0.1203,0.236115,0.0853875,0.0694101,0.0850645,0.116312,0.018367,0.107381,0.037396,0.00132383,0.0125294,0.0113979,0.000463296,0.00777436,0.00107017,0.0128164,0.00327466,0.00625518,0.00194908,0.00445456,0.0035793,0.00255784,0.00328555,0.00451684,0.00283465,0.00134363,0.00217112,0.000609637,0.000467671,0.000273689,0,0.182929,0.182869,0.182613,0.182767,0.182757,0.1827,0.182596,0.182613,0.182687,0.182737,0.182747,0.182728,0.182757,0.18275,0.182782,0.182778,0.182814,0.182826,0.182848,0.182857,0.182872,0.182882,0.182889,0.182899,0.18291,0.182917,0.182921,0.182925,0.182927,0.182928,0.182929,0.182929
28335,0.201579,0.00303916,0.0093858,0.0184383,0.0395423,0.122118,0.2399,0.0805171,0.0647108,0.0955195,0.136094,0.0233672,0.089608,0.0395838,0.000146543,0.0156336,0.0120188,7.7032e-006,0.00582758,0.00236101,0.00651301,0.0081886,0.000570586,0.0039874,0.00256012,0.00314804,0.00315405,0.000896839,0.000804497,0.000545893,0.00110285,0.000312843,0.000604069,0.000315035,0.000340205,0,0.201579,0.201394,0.201271,0.201259,0.20136,0.201385,0.20148,0.201522,0.201367,0.201454,0.201448,0.201452,0.201479,0.201472,0.201495,0.201492,0.201497,0.201524,0.201526,0.20154,0.201547,0.201556,0.201565,0.201567,0.20157,0.201572,0.201575,0.201576,0.201577,0.201578,0.201579,0.201579
28340,0.174596,0.00309382,0.00951024,0.016326,0.0401959,0.12356,0.212112,0.07562,0.0626571,0.112611,0.133596,0.0133179,0.110546,0.0241323,0.000870294,0.018587,0.0140082,0.000589026,0.00411234,0.0107604,0.000410062,0.00435616,0.00787938,0.00318844,0.00364414,0.00305949,0.00370989,0.00285963,0.00533214,0.00306239,0.00134683,0.00291613,0.000462541,0.000424046,7.33228e-005,0,0.174596,0.174441,0.174652,0.174518,0.174382,0.174401,0.174354,0.174299,0.174366,0.174355,0.174365,0.1744,0.174438,0.17444,0.174451,0.174484,0.174472,0.174481,0.174506,0.174519,0.174532,0.174543,0.174555,0.174564,0.174576,0.174584,0.174588,0.174593,0.174595,0.174596,0.174596,0.174596
28345,0.106682,0.00316326,0.00999618,0.0158578,0.0404866,0.127941,0.202964,0.0619831,0.0646127,0.119096,0.134769,0.0134734,0.0951052,0.0356344,0.00279894,0.0101094,0.00413941,0.00540458,0.0124394,0.00362035,0.00941575,0.0107553,0.009727,0.00356154,0.00351525,0.00304825,0.0071324,0.00354682,0.00437027,0.00370774,0.00221109,0.00301467,0.000753224,0.000587953,7.49911e-005,0,0.106682,0.106689,0.106853,0.10695,0.107053,0.106974,0.106979,0.107033,0.107138,0.107043,0.107016,0.107039,0.107036,0.107003,0.106956,0.106944,0.106906,0.106864,0.106831,0.106809,0.106788,0.10677,0.106746,0.106731,0.106716,0.106704,0.106696,0.106688,0.106685,0.106683,0.106682,0.106682
28350,0.0138449,0.00316437,0.0102232,0.0147645,0.0427393,0.138078,0.199415,0.0728044,0.0697378,0.127244,0.146461,0.0226966,0.116531,0.0259394,0.000138152,0.0127475,0.0102316,0.00305586,0.00252001,0.00531484,0.000800722,0.000287305,0.000763708,0.000122954,6.54937e-005,0.000993926,0.000582704,1.84077e-005,0.000172915,0.000189067,7.31489e-005,0.000184579,5.8646e-006,1.32448e-006,8.26877e-005,0,0.0138449,0.0140142,0.0138574,0.0139138,0.0139033,0.0140185,0.014029,0.0139731,0.0138106,0.0138168,0.0138193,0.0138707,0.0138895,0.0138837,0.0138632,0.0138482,0.0138524,0.0138516,0.0138488,0.0138453,0.0138431,0.01384,0.0138455,0.0138446,0.0138466,0.0138454,0.0138441,0.0138456,0.0138453,0.0138454,0.0138449,0.0138449
28355,-0.0827101,0.00319115,0.0102916,0.0143802,0.042128,0.135865,0.18984,0.0586252,0.0700516,0.13284,0.148184,0.0215951,0.1076,0.0271339,0.00040545,0.0186753,0.0162415,0.00632837,0.00318125,0.000922196,0.00321876,0.00207726,0.00244894,0.00286198,0.00222237,0.00169862,0.000657521,0.00183991,0.000364977,0.00106902,0.000800342,8.56605e-005,0.000456843,0.00026976,0.000311258,0,-0.0827099,-0.0825211,-0.0827179,-0.0828489,-0.0829267,-0.0830822,-0.0831211,-0.0830995,-0.083078,-0.0829953,-0.0829836,-0.0829244,-0.0828882,-0.0828658,-0.0828521,-0.08286,-0.0828367,-0.0828194,-0.0828014,-0.082782,-0.082766,-0.0827532,-0.082745,-0.0827336,-0.0827283,-0.0827217,-0.0827165,-0.082715,-0.0827124,-0.082711,-0.0827101,-0.0827101
28360,-0.157909,0.00292988,0.0109475,0.0123504,0.0349132,0.130454,0.147171,0.0386946,0.0650567,0.119928,0.0968175,0.00543932,0.0593401,0.0133436,0.0101798,0.00470756,0.00911608,0.00925909,0.0118738,0.023407,0.0148256,0.0148977,0.0285222,0.0284521,0.0231845,0.0198824,0.0186667,0.0200383,0.0121759,0.0129099,0.0105303,0.00648119,0.00511171,0.00353132,0.00108999,0,-0.15791,-0.157863,-0.157769,-0.157736,-0.157598,-0.15742,-0.157366,-0.157357,-0.157242,-0.157279,-0.157314,-0.157337,-0.157373,-0.157412,-0.157454,-0.157513,-0.157553,-0.157591,-0.157644,-0.157694,-0.157736,-0.157771,-0.157803,-0.157833,-0.157854,-0.157873,-0.157887,-0.157896,-0.157903,-0.157907,-0.157909,-0.157909
28365,-0.197001,0.00298037,0.0109445,0.0129054,0.039736,0.145918,0.172061,0.050521,0.0737864,0.15717,0.134219,0.0114964,0.100977,0.00752853,0.00491149,0.0154534,0.0168826,0.00889686,0.00839833,0.0107167,0.0107071,0.00613948,0.00365456,0.0032553,0.00337403,0.00133171,0.00257679,0.00292331,0.000963936,0.0016934,0.00200347,0.00108605,0.000741784,0.000729616,0.000146496,0,-0.197001,-0.197137,-0.196922,-0.196835,-0.196961,-0.197167,-0.197264,-0.197314,-0.197429,-0.197465,-0.197429,-0.197403,-0.197365,-0.197322,-0.197278,-0.197232,-0.197188,-0.197161,-0.197135,-0.197111,-0.197088,-0.197073,-0.197056,-0.19704,-0.197031,-0.197021,-0.197012,-0.197008,-0.197004,-0.197002,-0.197001,-0.197001
28370,-0.189197,0.00295257,0.0112206,0.0123085,0.03973,0.150986,0.165624,0.0488556,0.0818765,0.17147,0.139499,0.0169486,0.117693,0.0135697,0.00141536,0.0147886,0.0106983,0.00048857,0.00181373,0.0021519,0.00656423,0.00919171,0.00160121,0.00103006,0.000513216,0.000169356,0.000704512,0.000867753,0.000290754,0.000388892,0.000502092,0.000371211,7.55614e-005,0.000101373,1.91236e-005,0,-0.189197,-0.189408,-0.189446,-0.189555,-0.189506,-0.189294,-0.189165,-0.1891,-0.189136,-0.189146,-0.189145,-0.189174,-0.189171,-0.189158,-0.18915,-0.189143,-0.189157,-0.189185,-0.18919,-0.189193,-0.189194,-0.18919,-0.189193,-0.189196,-0.189196,-0.189196,-0.189198,-0.189197,-0.189197,-0.189197,-0.189197,-0.189197
28375,-0.138753,0.00305384,0.0114994,0.0104385,0.0394488,0.148547,0.134842,0.0444817,0.0849274,0.187876,0.113774,0.0113023,0.123375,0.0153262,0.00204794,0.0062338,0.0169954,0.00804935,0.00385941,0.00142473,0.000522921,0.0100408,0.00951391,0.0046403,0.0044396,0.00569012,0.00783929,0.0045754,0.00237407,0.00148162,0.00281014,0.00188837,0.00106119,0.000522814,9.00505e-005,0,-0.138753,-0.138858,-0.13906,-0.139056,-0.138989,-0.13919,-0.139329,-0.139348,-0.139169,-0.13911,-0.139107,-0.139115,-0.139079,-0.139036,-0.139016,-0.138999,-0.138988,-0.138952,-0.138915,-0.138889,-0.138865,-0.138841,-0.138815,-0.138797,-0.138784,-0.138776,-0.138766,-0.13876,-0.138756,-0.138754,-0.138753,-0.138753
28380,-0.0542142,0.00320895,0.0114124,0.00979809,0.0434578,0.154555,0.132692,0.0423575,0.0866809,0.189069,0.119302,0.0223778,0.108264,0.00433353,0.0109298,0.0180987,0.00485989,0.0077487,0.0121267,0.00480514,0.00175599,0.00353933,0.00780673,0.00297945,0.00353841,0.00580207,0.0039193,0.00216634,0.00117134,0.000839993,0.00125146,0.00224391,0.000732798,0.00045032,0.000144004,0,-0.0542144,-0.0541232,-0.0541368,-0.0540383,-0.0541848,-0.0540201,-0.0538547,-0.053865,-0.0539696,-0.0539483,-0.0539844,-0.0540434,-0.0540479,-0.054046,-0.0540811,-0.0541065,-0.0541202,-0.0541235,-0.0541463,-0.0541576,-0.0541648,-0.0541807,-0.0541937,-0.0541997,-0.0542029,-0.0542052,-0.0542089,-0.0542116,-0.0542134,-0.0542143,-0.0542142,-0.0542142
28385,0.0418367,0.00310294,0.0119538,0.0096162,0.042148,0.162371,0.130619,0.0450651,0.0833266,0.213719,0.142662,0.0157267,0.101151,0.0150167,0.00173685,0.00868683,0.0199014,0.00154493,0.00519073,0.0043421,0.00179148,0.000458613,0.00104963,0.000238868,0.000591764,0.000975397,0.0002284,0.000215196,0.000154392,0.00029176,8.45329e-005,0.000489768,4.23961e-005,5.78412e-005,0.000121552,0,0.0418366,0.0420509,0.0422423,0.0421618,0.0423027,0.0421866,0.0419989,0.042025,0.0419467,0.0419053,0.0419022,0.04186,0.0418534,0.0418622,0.0418386,0.0418418,0.0418461,0.0418474,0.041848,0.0418432,0.0418406,0.0418459,0.0418471,0.041845,0.0418421,0.0418386,0.0418377,0.0418378,0.0418371,0.041837,0.0418367,0.0418367
28390,0.129068,0.00306143,0.0118632,0.00919707,0.0400767,0.155299,0.120397,0.0442111,0.0937529,0.219565,0.121367,0.0125788,0.0888871,0.0158558,0.00143873,0.0159887,0.0205571,0.00407536,0.00603174,0.000169257,0.0011945,0.00373411,0.00511491,0.00410839,0.00535468,0.00374788,0.00407718,0.00245352,0.00286116,0.00178697,0.00143503,0.00195491,0.000780523,0.00078807,0.000356162,0,0.129068,0.129224,0.12928,0.129239,0.129155,0.129197,0.129376,0.12932,0.129466,0.129408,0.129413,0.129363,0.129332,0.129311,0.129286,0.129277,0.129261,0.129241,0.129212,0.129188,0.129163,0.129143,0.129124,0.12911,0.129098,0.129089,0.129082,0.129075,0.129072,0.129069,0.129068,0.129068
28395,0.184262,0.00291522,0.0126712,0.00807607,0.037635,0.163583,0.104261,0.0364384,0.100155,0.231251,0.101712,0.00771274,0.10831,0.0105249,0.0163159,0.00838137,0.0135433,0.00249103,0.0109724,0.00328837,0.00928109,0.000106838,0.0054989,0.00343905,0.00545836,0.00231175,0.00306114,0.00291273,0.00373393,0.00164814,0.0014298,0.00257056,0.000820715,0.000840229,0.000311313,0,0.184262,0.184228,0.184064,0.184167,0.184132,0.184156,0.183986,0.184027,0.183991,0.184019,0.184075,0.184076,0.184081,0.184087,0.184123,0.184138,0.184168,0.184159,0.184178,0.184191,0.184208,0.184215,0.184225,0.184234,0.184243,0.184248,0.184252,0.184257,0.184259,0.184261,0.184262,0.184262
28400,0.19646,0.00291905,0.0127886,0.00806431,0.0375373,0.164454,0.103702,0.0418755,0.0961318,0.234823,0.123574,0.00404675,0.0920764,0.0134389,0.0090118,0.0128735,0.0117414,0.0013456,0.0100877,0.000494917,0.00522247,0.0082822,0.000984487,0.00575226,0.00241603,0.00670007,0.00449207,0.00141612,0.00233516,0.00215171,0.00158824,0.000276555,0.00060526,0.000508037,5.50479e-005,0,0.196461,0.196259,0.196166,0.196113,0.196248,0.19616,0.19634,0.196329,0.196213,0.196264,0.196285,0.196303,0.196306,0.196308,0.196342,0.196344,0.196357,0.196374,0.196378,0.196396,0.196406,0.196423,0.196436,0.196441,0.196447,0.196453,0.196457,0.196458,0.196459,0.19646,0.19646,0.19646
28405,0.164171,0.00298889,0.0128811,0.00700393,0.0397737,0.171411,0.0932026,0.0461657,0.090502,0.260541,0.10556,0.00422802,0.106552,0.0106511,0.00625852,0.0119573,0.0127582,0.000166912,0.00591941,0.00349743,0.000237582,0.00822499,0.00518235,0.00121699,0.00230553,0.0012074,0.00109645,0.00255557,0.00276246,0.000863118,0.00136121,0.00261574,0.000671537,0.000243626,0.000312061,0,0.164171,0.16397,0.164102,0.164035,0.163874,0.164032,0.163876,0.16389,0.164031,0.164036,0.164019,0.164052,0.164053,0.164052,0.164063,0.164075,0.16407,0.164097,0.164114,0.16412,0.164129,0.164135,0.164139,0.164148,0.164155,0.164159,0.164163,0.164168,0.16417,0.164171,0.164171,0.164171
28410,0.0931662,0.00300987,0.0131411,0.0069194,0.0410105,0.179052,0.094279,0.0418321,0.0982802,0.26984,0.103642,0.00023631,0.0909887,0.0132784,0.0177543,0.0116662,0.00647266,0.00202621,0.0139479,0.00120912,0.00183462,0.00268843,0.00417462,0.000570056,0.000372781,0.000371367,0.00122077,0.000581662,0.000325579,0.000390357,0.000682069,0.000672959,0.000313573,0.000169052,0.000116513,0,0.0931661,0.0931367,0.0932478,0.0933543,0.0934629,0.0932442,0.0933756,0.0933744,0.0933884,0.093332,0.0932727,0.0933079,0.0932893,0.0932686,0.0932377,0.0932432,0.0932241,0.0932132,0.0932071,0.0932032,0.0931978,0.0931909,0.0931881,0.0931833,0.0931782,0.0931755,0.0931725,0.0931688,0.0931675,0.0931668,0.0931662,0.0931662
28415,4.88406e-005,0.00317224,0.0137025,0.00610537,0.0433954,0.187447,0.0835199,0.0478094,0.0954584,0.27462,0.109838,0.00165551,0.0939211,0.00849052,0.00795922,0.010811,0.0178776,0.00327747,0.00565771,0.000173859,0.00342775,0.000151858,0.00166007,0.000488576,0.000520353,0.000177803,0.000386785,0.000343044,7.28354e-005,0.000139358,0.000222154,0.00019593,0.00023867,5.37994e-005,9.77541e-006,0,4.88842e-005,0.000219439,0.000121332,0.000105727,0.000117233,0.000374251,0.000250956,0.000232125,8.83482e-005,8.45294e-005,7.5287e-005,0.000117166,9.57718e-005,8.03798e-005,4.99358e-005,5.29262e-005,5.21577e-005,5.09546e-005,4.55099e-005,4.49388e-005,4.35018e-005,4.65095e-005,4.49385e-005,4.6623e-005,4.83007e-005,4.67411e-005,4.68507e-005,4.86316e-005,4.89933e-005,4.88117e-005,4.88406e-005,4.88406e-005
28420,-0.0937803,0.00308859,0.0135855,0.00607088,0.0421778,0.185523,0.0829038,0.0568229,0.0984263,0.272038,0.108764,0.00273394,0.0942244,0.0140238,0.0105674,0.0108583,0.010699,0.000495211,0.00234714,0.000736209,0.00209181,0.00140905,0.00091479,0.000186863,0.000670907,0.000212941,0.000250356,0.00016239,0.000190905,0.000336661,2.96738e-005,9.65843e-005,8.16052e-006,5.46399e-005,4.30058e-005,0,-0.0937803,-0.0935522,-0.0936802,-0.0937894,-0.0939071,-0.0941773,-0.094067,-0.0940417,-0.0939442,-0.093886,-0.093848,-0.0938101,-0.093828,-0.093825,-0.0938312,-0.0938332,-0.0938156,-0.093824,-0.0938148,-0.0938079,-0.093799,-0.0937986,-0.0937928,-0.0937882,-0.0937877,-0.0937834,-0.0937817,-0.0937819,-0.0937814,-0.0937805,-0.0937803,-0.0937803
28425,-0.164694,0.00290943,0.0142997,0.00489025,0.0346035,0.170074,0.0581624,0.0413801,0.0858053,0.213467,0.0784585,0.00899947,0.0564598,0.00574227,0.000842433,0.00548959,0.0251355,0.0105063,0.0100757,0.0197806,0.00845343,0.0180295,0.0231828,0.0158739,0.0200108,0.0131907,0.0161205,0.014127,0.0113847,0.0124346,0.00846876,0.00574322,0.00361144,0.00287418,0.00151257,0,-0.164695,-0.164603,-0.164543,-0.164448,-0.164282,-0.164026,-0.164127,-0.164166,-0.164126,-0.164144,-0.164129,-0.164155,-0.164225,-0.164265,-0.164304,-0.164356,-0.164381,-0.164427,-0.164474,-0.164509,-0.164548,-0.164575,-0.164602,-0.164627,-0.164645,-0.164663,-0.164675,-0.164683,-0.164689,-0.164693,-0.164694,-0.164694
28430,-0.197632,0.00295095,0.0140974,0.0050933,0.0393327,0.187902,0.0678877,0.0584889,0.102936,0.272148,0.0751641,0.00385638,0.0743013,0.00975204,0.0188948,0.0130373,0.00653194,0.00458064,0.0108588,0.00537058,0.00823936,0.0126575,0.00561129,0.00276798,0.00327037,0.00255374,0.00184242,0.00199261,0.00127119,0.00327766,0.00174417,0.00155973,0.000811719,0.000827126,0.000530467,0,-0.197632,-0.197756,-0.197622,-0.197588,-0.197717,-0.197958,-0.19789,-0.197862,-0.197994,-0.198028,-0.197998,-0.197986,-0.197991,-0.19796,-0.197913,-0.197882,-0.197843,-0.197796,-0.197765,-0.197743,-0.197721,-0.197702,-0.197688,-0.197675,-0.197665,-0.197653,-0.197645,-0.19764,-0.197636,-0.197634,-0.197632,-0.197632
28435,-0.184183,0.0029505,0.0144406,0.00500474,0.0394198,0.192931,0.0668651,0.0680432,0.107224,0.286269,0.0716649,0.00116582,0.0976811,0.0142378,0.00886271,0.00668972,0.00425464,0.00189341,0.0103347,0.00258382,0.00339845,0.00333169,0.00080662,0.000847157,0.00222803,0.000981101,0.00296863,0.00152506,0.0018493,0.000652995,0.00018252,0.000710258,0.000253226,0.000135984,7.9099e-006,0,-0.184183,-0.184422,-0.18445,-0.18459,-0.18456,-0.184354,-0.184384,-0.184398,-0.184333,-0.184346,-0.184366,-0.184385,-0.184403,-0.184378,-0.184339,-0.184314,-0.184308,-0.184297,-0.184284,-0.18427,-0.184251,-0.184238,-0.184221,-0.18421,-0.184199,-0.184194,-0.184191,-0.184187,-0.184185,-0.184183,-0.184183,-0.184183
28440,-0.128522,0.00298541,0.0148288,0.0039893,0.0405323,0.201327,0.0541619,0.0832941,0.105361,0.291506,0.0593104,0.00681356,0.0922642,0.0170984,0.0113392,0.0105906,0.00729046,0.000806309,0.00668527,0.000222036,0.00103099,0.00139159,0.00166712,0.000991726,0.000237092,0.00127054,0.000256861,0.00110054,0.000198519,0.00116067,0.000452127,0.00107787,0.000385124,2.77039e-005,0.000148629,0,-0.128522,-0.128675,-0.128798,-0.128728,-0.128627,-0.128771,-0.128753,-0.128713,-0.128603,-0.128542,-0.128589,-0.12862,-0.128644,-0.128628,-0.128614,-0.128604,-0.128607,-0.128601,-0.128585,-0.128572,-0.128565,-0.128553,-0.128548,-0.128541,-0.128538,-0.128533,-0.128528,-0.128525,-0.128523,-0.128522,-0.128522,-0.128522
28445,-0.0424949,0.00318878,0.0146731,0.00360057,0.0440043,0.202485,0.0496869,0.0836805,0.111499,0.297205,0.0495801,0.00665211,0.069559,0.0113125,0.0241932,0.00952799,0.00224212,0.00354648,0.0143016,0.000691056,0.000221584,0.00167369,0.00188791,0.00243529,0.00230151,0.00221444,0.00110546,0.00230044,0.00188955,0.00159289,0.000406592,0.00117863,0.000333132,0.000267874,2.34407e-005,0,-0.0424948,-0.0424293,-0.042423,-0.0423227,-0.0424954,-0.0424188,-0.0424028,-0.0424197,-0.0425423,-0.0425053,-0.0425185,-0.0425571,-0.0425767,-0.0425651,-0.042579,-0.0425752,-0.0425712,-0.0425624,-0.0425579,-0.0425463,-0.0425361,-0.0425302,-0.0425216,-0.0425135,-0.0425056,-0.042502,-0.042499,-0.0424975,-0.0424964,-0.0424952,-0.0424949,-0.0424949
28450,0.0541195,0.00305928,0.0151806,0.00362441,0.0410819,0.203855,0.0486708,0.0911739,0.108497,0.283343,0.0508452,0.00884578,0.0601097,0.0232572,0.00672298,0.00875878,0.0126764,0.00118684,0.0126648,0.00430006,0.00679474,0.00614222,0.00425273,0.00257971,0.00324132,0.00330067,0.000644642,0.00230922,0.00133297,0.00155816,0.000450551,0.000798384,0.000293637,0.000241257,7.02482e-005,0,0.0541194,0.054349,0.054468,0.0543173,0.0544605,0.0544695,0.054434,0.0544075,0.0544078,0.0543502,0.0543773,0.0543345,0.0542893,0.054275,0.0542277,0.0542172,0.0542018,0.0541865,0.0541791,0.0541656,0.0541565,0.0541498,0.0541434,0.0541359,0.0541286,0.0541253,0.0541226,0.0541224,0.0541212,0.05412,0.0541195,0.0541195
28455,0.138293,0.00312284,0.0151679,0.00385914,0.041735,0.202711,0.0515753,0.0979039,0.116003,0.279601,0.0480689,0.0147597,0.0663983,0.0222837,0.0073279,0.0114307,0.0103922,0.00349789,0.00798705,0.000350706,0.00041735,0.000198581,0.00323729,0.0011139,0.00302963,0.00205712,0.00235471,0.00134193,0.000161871,0.00126545,0.000689255,0.0014665,0.000417821,0.000113831,0.000108687,0,0.138293,0.138495,0.138511,0.138502,0.13845,0.138361,0.138395,0.138443,0.138561,0.13851,0.138547,0.138519,0.138469,0.138446,0.138408,0.138402,0.138398,0.138398,0.138385,0.138373,0.138357,0.138346,0.138331,0.13832,0.138315,0.138308,0.138303,0.138297,0.138295,0.138294,0.138293,0.138293
28460,0.189453,0.00294399,0.0156611,0.00299356,0.0398137,0.211796,0.040484,0.0977706,0.124485,0.283742,0.0369791,0.025849,0.0723163,0.0105172,0.0213668,0.00425245,0.00171489,0.000253575,0.00934854,0.000870108,0.00781592,0.00131931,0.000305916,0.000586837,0.00172221,0.000565949,0.00172118,0.0004382,6.29415e-005,0.00148682,0.000490331,0.0016466,0.000229748,4.66952e-005,1.58014e-006,0,0.189453,0.189455,0.189347,0.189506,0.189428,0.189583,0.189545,0.189461,0.189367,0.189402,0.189433,0.189436,0.189413,0.1894,0.18941,0.189415,0.189442,0.189446,0.189441,0.189439,0.189443,0.18944,0.189446,0.189447,0.189445,0.189448,0.189449,0.189452,0.189453,0.189453,0.189453,0.189453
